La previsione di cui all'art. 73 comma 5 del D.P.R. 309 del 1990 è da considerarsi:;"a) Circostanza attenuante;";"b) Autonoma fattispecie di reato, giusta Sentenza nr. 10685 del 2023 della Corte di Cassazione - VI Sezione Penale;";"c) Circostanza aggravante;";"d) Delitto tentato;";2
Sono escluse dall'ambito di applicazione del D. Lgs. 109/2007:;a) le sanzioni di natura commerciale nei confronti di Paesi terzi, incluso l'embargo di armi;b) le sanzioni di natura commerciale nei confronti di Paesi esterni all'Unione Europea, fatta eccezione per l'embargo di armi;c) le sanzioni di natura civilistica nei confronti di Paesi terzi, fatta eccezione per l'embargo di armi;d) le sanzioni di natura commerciale nei confronti di Paesi terzi, fatta eccezione per l'embargo di armi;1
Quale ipotesi disciplina l'art. 100 del D.P.R. 309 del 1990?;"a) La destinazione di beni sequestrati o confiscati a seguito di operazioni antidroga;";"b) L'utilizzo provvisorio dei natanti sequestrati in occasione delle operazioni anticontrabbando;";"c) L'assegnazione definitiva delle autovetture, sequestrate nel corso delle operazioni anticontraffazione, all'Agenzia dei Monopoli;";"d) Lo spossessamento dei beni ai narcotrafficanti;";1
Le ispezioni svolte dal Ministero della Sanità, di cui all'art. 6 del D.P.R. 309 del 1990, per finalità di vigilanza presso gli enti e le imprese autorizzati alla coltivazione ed alla fabbricazione di sostanze stupefacenti o psicotrope:;"a) Possono essere rinviate sul momento a seguito di istanza del destinatario;";"b) Se indebitamente impedite od ostacolate determinano l'insorgere della responsabilità penale del destinatario, ai sensi dell'art. 8 comma 1 lettera
a) del del D.P.R. 309 del 1990;";"c) Sono sempre
programmate e condivise con il destinatario;";"d) Si concludono sempre con esito regolare;";2
La struttura del D.P.R. 309 del 1990 si basa su;"a) Cinquecento articoli;";"b)Venti capoversi;";"c)Dodici titoli;";"d)Undici titoli e dodici capi;";3
Qual è la rubrica del Titolo VIII del D.P.R. 309 del 1990?;"a) Delle bande armate;";"b) Della prevenzione delle attività lecite;";"c) Dei delitti contro la Pubblica
Amministrazione;";"d) Della repressione delle attività illecite;";4
L'art. 21 del D.P.R. 309 del 1990 disciplina le ipotesi di:;"a) Istituzione di uffici antidroga all'estero;";"b) Revoca e sospensione dell'autorizzazione del Ministero dell'Interno di cui all'art. 17 del D.P.R. 309 del 1990;";"c) Vendita o cessione di sostanze stupefacenti o psicotrope;";"d) Consegna di sostanze stupefacenti a persona minore o inferma di mente;";2
L'art. 76 del D.P.R. 309 del 1990:;"a) È tutt'ora vigente;";"b) È stato abrogato dall'art. 1 comma 1 del D.P.R. 171 del 1993;";"c) È stato parzialmente abrogato;";"d) È parzialmente vigente;";2
L'art. 75 del D.P.R. 309 del 1990:;"a) Disciplina il reato di spaccio di stupefacenti;";"b) Non contiene alcun riferimento al limite quantitativo della detenzione per uso personale delle sostanze stupefacenti o psicotrope;";"c) Regola il procedimento di arresto in fragranza di reato degli spacciatori;";"d) Individua i requisiti per l'aggressione dei patrimoni dei tossicodipendenti;";2
Quale ipotesi disciplina l'art. 97 del D.P.R. 309 del 1990?;"a) L'attività sotto copertura;";"b) Le consegne controllate;";"c) Le garanzie funzionali previste per gli agenti delle Agenzie per l'Informazione
e la Sicurezza;";"d) Il fermo d'iniziativa in materia di stupefacenti;";1
Quale tra le seguenti sanzioni amministrative non rientra tra quelle previste dall'art. 75 comma 1 del D.P.R. 309 del 1990:;"a) Sospensione della licenza di porto d'armi;";"b) Sospensione della patente di guida;";"c) Revoca della licenza commerciale;";"d) Sospensione del passaporto;";3
Il Servizio Centrale per le dipendenze da alcoole sostanze stupefacenti o psicotrope è istituito presso:;"a) Il Dipartimento dell'organizzazione giudiziaria del Ministero della Giustizia;";"b) Il Dipartimento della
Pubblica Sicurezza del
Ministero dell'Interno;";"c) Il Dipartimento del Tesoro del Ministero dell'Economica e delle Finanze;";"d) Il Ministero della Sanità;";4
Il Decreto Interministeriale del 15 giugno 1991 disciplina:;"a) L'articolazione della Direzione Centrale per i Servizi Antidroga;";"b) L'organizzazione del Dipartimento di Pubblica Sicurezza;";"c) La struttura del Servizio Centrale di Protezione;";"d) L'organigramma della Direzione Centrale della Polizia Criminale;";1
Ai sensi dei Decreti del Presidente del Consiglio dei Ministri del 20 giugno 2008 e del 29 ottobre 2009 il Dipartimento per le politiche antidroga è istituito presso:;"a) La Presidenza del Consiglio dei Ministri;";"b) Il Ministero dell'Economia e delle Finanze;";"c) Il Ministero dell'Interno;";"d) La Direzione Nazionale Antimafia e
Antiterrorismo;";1
L'art. 9 del D.Lgs. 109 del 2007:;"a) È tutt'ora vigente;";"b) È stato abrogato dal D.Lgs. 231 del 2007;";"c) È stato abrogato e poi reintrodotto dalla L. 197 del 2022;";"d) È stata dichiarata la sua parziale illegittimità costituzionale;";2
Ai sensi dell'art. 1 comma lettera g) del D.Lgs. 109 del 2007 cosa si intende per legge antiriciclaggio?;"a) Il D.P.R. 309 del 1990;";"b) Il D.Lgs. 231 del 2007;";"c) La L. 401 del 1989;";"d) Il D.Lgs. 231 del 2016;";2
"Ai sensi dell'art. 103 comma 2 del D.P.R. 309 del 1990 gli ufficiali e gli agenti di polizia giudiziaria, nel corso di operazioni di polizia per la prevenzione
e la repressione del traffico illecito di sostanze stupefacenti o psicotrope, possono:";a) Procedere in ogni luogo al controllo e all'ispezione dei mezzi di trasporto, dei bagagli e degli effetti personali quando hanno fondato motivo di ritenere che possano essere rinvenute sostanze stupefacenti o psicotrope.;b) Nessuna delle alternative proposte è corretta.;c) Procedere nei luoghi indicati al comma 1 del medesimo articolo, all'ispezione dei mezzi di trasporto, dei bagagli e degli effetti personali quando hanno sufficienti indizi per ritenere che possano essere rinvenute sostanze stupefacenti o psicotrope.;d) Procedere in ogni luogo al controllo e all'ispezione dei mezzi di trasporto, dei bagagli e degli effetti personali quando hanno sufficienti elementi per ritenere che possano essere rinvenute sostanze stupefacenti o psicotrope.;1
Il decreto adottato dal Ministro dell'Economia e delle Finanze ai sensi dell'art. 4 comma 2 del D.Lgs. 109 del 2007 ha durata:;"a) Bimestrale;";"b) Annuale;";"c) Decennale;";"d) non è specificata la durata;";4
Ai sensi dell'art. 4 comma 2 del D.Lgs. 109 del 2007 il decreto di congelamento dei fondi e delle risorse economiche ha durata:;"a) Quinquennale;";"b) l'articolo non specifica la durata del
congelamento;";"c) Annuale, rinnovabile ogni triennio;";"d) Bimestrale;";2
Il D.Lgs. 109/2007, all'art. 14, comma 2, prevede che qualora nel corso dell'esame del ricorso si evidenzi che la decisione dello stesso dipende dalla cognizione di atti per i quali sussiste il segreto dell'indagine o il segreto di Stato, il procedimento è sospeso:;a) per un periodo non inferiore a sessanta giorni;b) fino a quando l'atto o i contenuti essenziali dello stesso non sono richiesti dall'A.G.;c) fino a quando l'atto o i contenuti essenziali dello stesso non possono essere comunicati all'A.G.;d) per un periodo non inferiore a trenta giorni;3
Quale misura prevede l'art. 75-bis comma 1 lettera a) del D.P.R. 309 del 1990?;"a) Il divieto di dimora;";"b) L'obbligo di presentarsi almeno due volte a settimana presso il locale ufficio della Polizia di Stato o presso il comando dell'Arma dei carabinieri territorialmente competente;";"c) L'obbligo di soggiorno nel comune di residenza;";"d) L'interdittiva perpetua dai pubblici uffici;";2
La consapevole partecipazione ad attività aventi l'obiettivo di aggirare le misure di congelamento:;"a) È vietata dall'art. 4 bis del D.L. 7 del 2015;";"b) È ammessa, soltanto quando il soggetto destinatario delle misure di congelamento versi in condizioni di assoluta povertà;";"c) È vietata dall'art. 1 del D.L. 144 del 2005;";"d) È vietata dall'art. 5 comma 5 del D.Lgs. 109 del 2007;";4
Alla copertura dei rischi connessi all'incarico svolto dal personale dell'Agenzia del Demanio, consistente nella custodia, nell'amministrazione e nella gestione delle risorse economiche oggetto di congelamento, disposto ai sensi del D.Lgs. 109 del 2007, si provvede attraverso:;"a) La definizione di un preventivo piano di tutela individuale;";"b) L'attivazione di un peculiare sistema di garanzie;";"c) La stipula di una polizza di assicurazione;";"d) Il riconoscimento del diritto di agire nell'anonimato;";3
L'Agenzia del Demanio in virtù di quanto previsto dall'art. 12 comma 10 del D.Lgs. 109 del 2007 può:;"a) Trasmettere la notitia damni alla Corte dei Conti per sospetto danno erariale cagionato da dall'amministratore o dal custode;";"b) Adire il Giudice Civile per il risarcimento del danno dovuto ad errori, mancanze ed inadempimenti commessi dall'amministratore o dal custode;";"c) Segnalare alla Procura della Repubblica competente per territorio eventuali reati commessi dall'amministratore o dal custode;";"d) Concedere acconti sul compenso finale dell'amministratore o del custode, su richiesta dei medesimi, sentito il Comitato di Sicurezza Finanziaria;";4
L'art. 25 del D.P.R. 309 del 1990 disciplina le ipotesi di:;"a) Ispezioni ai vettori dei tabacchi lavorati esteri;";"b) Controlli a campione in materia di sostanze stupefacenti;";"c) Distruzione delle sostanze stupefacenti o psicotrope consegnate o messe a disposizione del Ministero della Sanità;";"d) Perquisizioni ai natanti ed imbarcazioni, superiori ai quindi metri, sospettate di contenere droghe a bordo;";3
Quali sono gli effetti immediati del congelamento dei fondi?;"a) La loro temporanea indisponibilità;";"b) L'impossibilità di divenire oggetto di atti di trasferimento, disposizione o utilizzo, ai sensi dell'art. 5 comma 1 del D.Lgs. 109 del 2007;";"c) La rimozione definitiva dal patrimonio complessivo del destinatario del provvedimento;";"d) La mancata percezione degli interessi per un trienni dal momento in cui interviene il congelamento;";2
Ai sensi dell'art. 3 comma 7 del D.Lgs. 109 del 2007 il Comitato di Sicurezza Finanziaria:;"a) Può espletare attività di polizia giudiziaria d'iniziativa;";"b) Può attingere al patrimonio informativo dell'Agenzia informazioni
e sicurezza esterna e dell'Agenzia informazioni e sicurezza interna;";"c) Può utilizzare le banche dati in uso alle Forze di Polizia;";"d) Può richiedere accertamenti agli enti in esso rappresentati, tenuto conto delle rispettive attribuzioni;";4
"Cosa si intende per ""fondi"" ai sensi dell'art. 1 del D.Lgs 109/2007?";"a) Lo stanziamento di fondi da parte dell'Organizzazione delle Nazioni Unite per consentire agli Stati membri di acquistare armi
e munizionamento.";"b) La definizione è contenuta nell'art. 1 comma 1 lettera e) del D.Lgs. 109 del 2007;";c) le attività ed utilità finanziarie di qualsiasi natura, possedute anche per interposta persona fisica o giuridica;d) L'impiego di fondi da parte delle organizzazioni terroristiche per munirsi di armi di distruzione di massa.;2
